Response Time
246.283
6.033
81.417
320.383
52.85
95.967
179.483
232.633
134.05
203.683
304.083
320.567
279.867
317.067
87.35
156.167
110.317
85.233
81.7
241.117
59.233
63.4
137.517
98.5
54.317
149.533
52.517
126.867
125.017
261.633
22.983
112.833
71.45
32.917
27.917
250.617
235.2
234.567
118.283
65.783
59.917
20.25
70.75
66.983
23.367
563.2
232.633
44.367
29.783
531.083
142.583
70.267
32.3
137.233
9.25
272.917
75.967
121.1
183.333
137.217
955.35
140.667
577.267
166.833
31.733
61.217
395.983
85.85
284.783
45.733
163.383
42.8
512.167
78.983
51.867
265.85
19.483
21.7
47.433
54.467
146.617
796.2
39.15
20.633
192.633
236.567
142.017
106.85
554.667
213.967
28.433
342.15
87.367
815.367
57.2
93.9
118.7
87.083
61.05
401.617
84.3
79.8
288.067
392.783
269.15
159.233
41.467
157.517
93.517
49.7
220.267
359.75
72.45
167.85
256.333
53.1
211.883
532.2
26.583
140.017
865.083
353.317
248.233
65.15
94.483
318.867
186.9
187.783
1460.35
212.267
76.633
345.617
118.183
803.8
327.783
473.817
10.85
554.8
143.95
30.567
660.8
35.383
43.817
310.917
655.517
387.733
70.667
291.2
132.867
205.1
241.5
282.083
445.9
67.183
360.717
1208.733
327.75
70.383
177.333
887.117
91.583
61.083
140.1
165.0
63.5
48.467
97.983
106.55
94.983
456.483
10.733
173.3
111.367
240.717
210.1
793.883
657.95
152.567
393.083
93.883
229.967
51.233
371.933
245.283
44.25
219.6
100.283
225.733
45.75
360.667
394.4
238.917
391.15
158.65
236.2
49.1
81.883
825.45
305.35
352.983
486.283
576.55
382.633
761.583
274.233
403.117
145.517
66.217
165.6
89.767
802.25
343.567
543.033
949.65
54.55
792.75
296.967
619.15
693.133
241.2
154.067
181.667
657.75
218.683
318.017
498.283
219.833
231.317
36.033
232.783
144.133
41.1
39.3
30.583
266.35
43.733
227.967
1061.483
293.067
203.5
633.15
113.767
583.55
694.383
610.417
179.133
65.433
560.0
209.467
66.333
160.667
254.583
96.6
49.033
592.433
192.767
150.55
343.067
23.183
933.883
35.433
428.267
67.367
303.117
158.233
437.567
236.233
645.017
457.517
559.233
637.633
634.55
361.833
598.8
109.267
190.833
191.05
537.9
1965.267
139.25
469.983
481.267
653.8
497.617
349.05
19.667
515.367
114.133
268.017
363.3
489.3
780.417
7.567
280.7
61.3
1927.733
444.117
465.3
234.967
498.317
93.517
8.967
88.3
659.067
19.867
213.933
40.967
1145.133
338.617
285.1
376.667
226.417
162.517
38.233
303.117
327.117
163.867
427.367
81.95
53.9
75.6
33.017
59.717
414.017
90.383
236.267
20.2
282.567
353.917
286.217
351.967
169.033
351.133
352.8
454.433
263.65
64.35
536.967
213.517
43.95
745.8
279.217
605.25
213.883
199.55
124.0
292.433
119.433
245.083
340.617
119.1
247.25
201.233
210.367
256.6
128.517
123.75
217.683
202.3
103.217
197.733
76.35
131.5
275.917
277.35
170.383
98.517
100.517
12.7
378.25
10.967
476.933
121.567
344.05
45.433
68.083
90.35
172.033
943.067
155.683
70.217
69.817
211.433
428.85
61.383
67.883
66.533
12.283
61.45
484.6
28.6
66.867
349.833
165.7
131.617
187.667
137.55
396.917
362.083
400.4
21.633
481.733
742.667
175.2
120.883
14.3
116.2
142.433
29.583
26.233
36.867
37.867
128.717
22.617
20.1
152.2
355.117
26.5
118.283
319.883
235.683
127.933
10.883
398.95
153.317
577.317
112.55
268.733
571.433
149.7
198.467
5.4
148.45
79.5
109.767
50.25
101.333
143.783
86.667
117.617
91.533
199.017
70.233
86.667
78.917
20.4
68.85
58.767
69.267
288.383
370.75
13.267
97.333
460.933
324.9
49.233
99.267
23.6
20.967
211.05
94.25
10.283
253.75
252.3
342.75
188.2
110.967
165.25
191.417
1490.933
79.667
112.017
127.883
410.7
359.217
126.85
278.25
383.45
240.217
182.3
131.567
142.767
93.6
137.183
34.45
186.117
109.85
229.3
108.25
131.767
154.55
27.883
26.6
141.0
83.433
89.95
